scientific_name	genus	family	mycorrhizal_type	estimate
Bunchosia strigosa	Bunchosia	Malpighiaceae	AM	genus
Bunchosia swartziana	Bunchosia	Malpighiaceae	AM	genus
Bunchosia systyla	Bunchosia	Malpighiaceae	AM	genus
Bunchosia ternata	Bunchosia	Malpighiaceae	AM	genus
Bunchosia tuberculata	Bunchosia	Malpighiaceae	AM	genus
Bunchosia tutensis	Bunchosia	Malpighiaceae	AM	genus
Bunchosia ursana	Bunchosia	Malpighiaceae	AM	genus
Bunchosia veluticarpa	Bunchosia	Malpighiaceae	AM	genus
Bunchosia volcanica	Bunchosia	Malpighiaceae	AM	genus
Bungarimba papuana	Bungarimba	Rubiaceae	AM	genus
Bungarimba ridsdalei	Bungarimba	Rubiaceae	AM	genus
Bungarimba sessiliflora	Bungarimba	Rubiaceae	AM	genus
Burasaia australis	Burasaia	Menispermaceae	AM	genus
Burasaia gracilis	Burasaia	Menispermaceae	AM	genus
Burasaia madagascariensis	Burasaia	Menispermaceae	AM	genus
Burchellia bubalina	Burchellia	Rubiaceae	AM	genus
Burckella banikiensis	Burckella	Sapotaceae	AM	genus
Burckella erythrophylla	Burckella	Sapotaceae	AM	genus
Burckella fijiensis	Burckella	Sapotaceae	AM	genus
Burckella hillii	Burckella	Sapotaceae	AM	genus
Burckella macropoda	Burckella	Sapotaceae	AM	genus
Burckella magusum	Burckella	Sapotaceae	AM	genus
Burckella obovata	Burckella	Sapotaceae	AM	genus
Burckella parvifolia	Burckella	Sapotaceae	AM	genus
Burckella polymera	Burckella	Sapotaceae	AM	genus
Burckella poolei	Burckella	Sapotaceae	AM	genus
Burckella richii	Burckella	Sapotaceae	AM	genus
Burckella sorei	Burckella	Sapotaceae	AM	genus
Burckella thurstonii	Burckella	Sapotaceae	AM	genus
Burdachia duckei	Burdachia	Malpighiaceae	AM	genus
Burdachia prismatocarpa	Burdachia	Malpighiaceae	AM	genus
Burdachia sphaerocarpa	Burdachia	Malpighiaceae	AM	genus
Burkea africana	Burkea	Fabaceae	AM	genus
Burkillanthus malaccensis	Burkillanthus	Rutaceae	AM	genus
Burkilliodendron album	Burkilliodendron	Fabaceae	AM	genus
Burretiodendron brilletii	Burretiodendron	Malvaceae	AM	genus
Burretiodendron esquirolii	Burretiodendron	Malvaceae	AM	genus
Burretiodendron tonkinense	Burretiodendron	Malvaceae	AM	genus
Burretiodendron kydiifolium	Burretiodendron	Malvaceae	AM	genus
Burretiodendron obconicum	Burretiodendron	Malvaceae	AM	genus
Burretiodendron siamense	Burretiodendron	Malvaceae	AM	genus
Burretiokentia dumasii	Burretiokentia	Arecaceae	AM	genus
Burretiokentia grandiflora	Burretiokentia	Arecaceae	AM	genus
Burretiokentia hapala	Burretiokentia	Arecaceae	AM	genus
Burretiokentia koghiensis	Burretiokentia	Arecaceae	AM	genus
Burretiokentia vieillardii	Burretiokentia	Arecaceae	AM	genus
Bursaria incana	Bursaria	Pittosporaceae	AM	genus
Bursaria occidentalis	Bursaria	Pittosporaceae	AM	genus
Bursaria spinosa	Bursaria	Pittosporaceae	AM	genus
Bursaria tenuifolia	Bursaria	Pittosporaceae	AM	genus
Bursera altijuga	Bursera	Burseraceae	AM	genus
Bursera angustata	Bursera	Burseraceae	AM	genus
Bursera aptera	Bursera	Burseraceae	AM	genus
Bursera simaruba	Bursera	Burseraceae	AM	genus
Bursera arida	Bursera	Burseraceae	AM	genus
Bursera ariensis	Bursera	Burseraceae	AM	genus
Bursera aromatica	Bursera	Burseraceae	AM	genus
Bursera aspleniifolia	Bursera	Burseraceae	AM	genus
Bursera attenuata	Bursera	Burseraceae	AM	genus
Bursera bicolor	Bursera	Burseraceae	AM	genus
Bursera biflora	Bursera	Burseraceae	AM	genus
Bursera bipinnata	Bursera	Burseraceae	AM	genus
Bursera bolivarii	Bursera	Burseraceae	AM	genus
Bursera bonetii	Bursera	Burseraceae	AM	genus
Bursera brunea	Bursera	Burseraceae	AM	genus
Bursera cerasifolia	Bursera	Burseraceae	AM	genus
Bursera chemapodicta	Bursera	Burseraceae	AM	genus
Bursera cinerea	Bursera	Burseraceae	AM	genus
Bursera citronella	Bursera	Burseraceae	AM	genus
Bursera collina	Bursera	Burseraceae	AM	genus
Bursera confusa	Bursera	Burseraceae	AM	genus
Bursera copallifera	Bursera	Burseraceae	AM	genus
Bursera coyucensis	Bursera	Burseraceae	AM	genus
Bursera crenata	Bursera	Burseraceae	AM	genus
Bursera cuneata	Bursera	Burseraceae	AM	genus
Bursera denticulata	Bursera	Burseraceae	AM	genus
Bursera discolor	Bursera	Burseraceae	AM	genus
Bursera diversifolia	Bursera	Burseraceae	AM	genus
Bursera epinnata	Bursera	Burseraceae	AM	genus
Bursera esparzae	Bursera	Burseraceae	AM	genus
Bursera excelsa	Bursera	Burseraceae	AM	genus
Bursera exequielii	Bursera	Burseraceae	AM	genus
Bursera fagaroides	Bursera	Burseraceae	AM	genus
Bursera filicifolia	Bursera	Burseraceae	AM	genus
Bursera fragilis	Bursera	Burseraceae	AM	genus
Bursera fragrantissima	Bursera	Burseraceae	AM	genus
Bursera frenningiae	Bursera	Burseraceae	AM	genus
Bursera galeottiana	Bursera	Burseraceae	AM	genus
Bursera glabra	Bursera	Burseraceae	AM	genus
Bursera glabrifolia	Bursera	Burseraceae	AM	genus
Bursera glauca	Bursera	Burseraceae	AM	genus
Bursera gracilipes	Bursera	Burseraceae	AM	genus
Bursera grandifolia	Bursera	Burseraceae	AM	genus
Bursera graveolens	Bursera	Burseraceae	AM	genus
Bursera heliae	Bursera	Burseraceae	AM	genus
Bursera heteresthes	Bursera	Burseraceae	AM	genus
Bursera hindsiana	Bursera	Burseraceae	AM	genus
Bursera hintonii	Bursera	Burseraceae	AM	genus
Bursera hollickii	Bursera	Burseraceae	AM	genus
Bursera inaguensis	Bursera	Burseraceae	AM	genus
Bursera infernidialis	Bursera	Burseraceae	AM	genus
Bursera instabilis	Bursera	Burseraceae	AM	genus
Bursera inversa	Bursera	Burseraceae	AM	genus
Bursera isthmica	Bursera	Burseraceae	AM	genus
Bursera itzae	Bursera	Burseraceae	AM	genus
Bursera jerzyi	Bursera	Burseraceae	AM	genus
Bursera karsteniana	Bursera	Burseraceae	AM	genus
Bursera kerberi	Bursera	Burseraceae	AM	genus
Bursera krusei	Bursera	Burseraceae	AM	genus
Bursera lancifolia	Bursera	Burseraceae	AM	genus
Bursera laurihuertae	Bursera	Burseraceae	AM	genus
Bursera laxiflora	Bursera	Burseraceae	AM	genus
Bursera linanoe	Bursera	Burseraceae	AM	genus
Bursera longipes	Bursera	Burseraceae	AM	genus
Bursera lunanii	Bursera	Burseraceae	AM	genus
Bursera macvaughiana	Bursera	Burseraceae	AM	genus
Bursera madrigalii	Bursera	Burseraceae	AM	genus
Bursera martae	Bursera	Burseraceae	AM	genus
Bursera medranoana	Bursera	Burseraceae	AM	genus
Bursera microphylla	Bursera	Burseraceae	AM	genus
Bursera mirandae	Bursera	Burseraceae	AM	genus
Bursera morelensis	Bursera	Burseraceae	AM	genus
Bursera multifolia	Bursera	Burseraceae	AM	genus
Bursera multijuga	Bursera	Burseraceae	AM	genus
Bursera occulta	Bursera	Burseraceae	AM	genus
Bursera oerstedii	Bursera	Burseraceae	AM	genus
Bursera ovalifolia	Bursera	Burseraceae	AM	genus
Bursera palaciosii	Bursera	Burseraceae	AM	genus
Bursera palmeri	Bursera	Burseraceae	AM	genus
Bursera paradoxa	Bursera	Burseraceae	AM	genus
Bursera penicillata	Bursera	Burseraceae	AM	genus
Bursera pereirae	Bursera	Burseraceae	AM	genus
Bursera permollis	Bursera	Burseraceae	AM	genus
Bursera pontiveteris	Bursera	Burseraceae	AM	genus
Bursera ribana	Bursera	Burseraceae	AM	genus
Bursera roseana	Bursera	Burseraceae	AM	genus
Bursera rzedowskii	Bursera	Burseraceae	AM	genus
Bursera sarcopoda	Bursera	Burseraceae	AM	genus
Bursera sarukhanii	Bursera	Burseraceae	AM	genus
Bursera schlechtendalii	Bursera	Burseraceae	AM	genus
Bursera shaferi	Bursera	Burseraceae	AM	genus
Bursera silviae	Bursera	Burseraceae	AM	genus
Bursera simplex	Bursera	Burseraceae	AM	genus
Bursera standleyana	Bursera	Burseraceae	AM	genus
Bursera staphyleoides	Bursera	Burseraceae	AM	genus
Bursera stenophylla	Bursera	Burseraceae	AM	genus
Bursera submoniliformis	Bursera	Burseraceae	AM	genus
Bursera suntui	Bursera	Burseraceae	AM	genus
Bursera tecomaca	Bursera	Burseraceae	AM	genus
Bursera toledoana	Bursera	Burseraceae	AM	genus
Bursera tomentosa	Bursera	Burseraceae	AM	genus
Protium tonkinense	Protium	Burseraceae	AM	genus
Bursera trifoliolata	Bursera	Burseraceae	AM	genus
Bursera trimera	Bursera	Burseraceae	AM	genus
Bursera vazquezyanesii	Bursera	Burseraceae	AM	genus
Bursera vejar-vazquezii	Bursera	Burseraceae	AM	genus
Bursera velutina	Bursera	Burseraceae	AM	genus
Bursera xochipalensis	Bursera	Burseraceae	AM	genus
Bursera xolocotzii	Bursera	Burseraceae	AM	genus
Bursera zapoteca	Bursera	Burseraceae	AM	genus
Burttia prunoides	Burttia	Connaraceae	AM	genus
Bussea eggelingii	Bussea	Fabaceae	AM	genus
Bussea gossweileri	Bussea	Fabaceae	AM	genus
Bussea massaiensis	Bussea	Fabaceae	AM	genus
Bussea occidentalis	Bussea	Fabaceae	AM	genus
Bussea perrieri	Bussea	Fabaceae	AM	genus
Bussea sakalava	Bussea	Fabaceae	AM	genus
Bussea xylocarpa	Bussea	Fabaceae	AM	genus
Butea monosperma	Butea	Fabaceae	AM	genus
Butia capitata	Butia	Arecaceae	AM	genus
Butia catarinensis	Butia	Arecaceae	AM	genus
Butia eriospatha	Butia	Arecaceae	AM	genus
Butia exilata	Butia	Arecaceae	AM	genus
Butia lepidotispatha	Butia	Arecaceae	AM	genus
Butia noblickii	Butia	Arecaceae	AM	genus
Butia odorata	Butia	Arecaceae	AM	genus
Butia paraguayensis	Butia	Arecaceae	AM	genus
Butia purpurascens	Butia	Arecaceae	AM	genus
Butia yatay	Butia	Arecaceae	AM	genus
Buxus acuminata	Buxus	Buxaceae	AM	genus
Buxus acutata	Buxus	Buxaceae	AM	genus
Buxus arborea	Buxus	Buxaceae	AM	genus
Buxus bahamensis	Buxus	Buxaceae	AM	genus
Buxus bartlettii	Buxus	Buxaceae	AM	genus
Buxus benguellensis	Buxus	Buxaceae	AM	genus
Buxus bissei	Buxus	Buxaceae	AM	genus
Buxus braimbridgeorum	Buxus	Buxaceae	AM	genus
Buxus brevipes	Buxus	Buxaceae	AM	genus
Buxus calcarea	Buxus	Buxaceae	AM	genus
Buxus capuronii	Buxus	Buxaceae	AM	genus
Buxus citrifolia	Buxus	Buxaceae	AM	genus
Buxus crassifolia	Buxus	Buxaceae	AM	genus
Buxus cristalensis	Buxus	Buxaceae	AM	genus
Buxus ekmanii	Buxus	Buxaceae	AM	genus
Buxus glomerata	Buxus	Buxaceae	AM	genus
Buxus gonoclada	Buxus	Buxaceae	AM	genus
Buxus hildebrandtii	Buxus	Buxaceae	AM	genus
Buxus humbertii	Buxus	Buxaceae	AM	genus
Buxus koehleri	Buxus	Buxaceae	AM	genus
Buxus liukiuensis	Buxus	Buxaceae	AM	genus
Buxus loheri	Buxus	Buxaceae	AM	genus
Buxus macowanii	Buxus	Buxaceae	AM	genus
Buxus macrocarpa	Buxus	Buxaceae	AM	genus
Buxus madagascarica	Buxus	Buxaceae	AM	genus
Buxus marginalis	Buxus	Buxaceae	AM	genus
Buxus megistophylla	Buxus	Buxaceae	AM	genus
Buxus microphylla	Buxus	Buxaceae	AM	genus
Buxus moctezumae	Buxus	Buxaceae	AM	genus
Buxus monticola	Buxus	Buxaceae	AM	genus
Buxus moratii	Buxus	Buxaceae	AM	genus
Buxus natalensis	Buxus	Buxaceae	AM	genus
Buxus nipensis	Buxus	Buxaceae	AM	genus
Buxus nyasica	Buxus	Buxaceae	AM	genus
Buxus obtusifolia	Buxus	Buxaceae	AM	genus
Buxus olivacea	Buxus	Buxaceae	AM	genus
Buxus pachyphylla	Buxus	Buxaceae	AM	genus
Buxus portoricensis	Buxus	Buxaceae	AM	genus
Buxus rabenantoandroi	Buxus	Buxaceae	AM	genus
Buxus retusa	Buxus	Buxaceae	AM	genus
Buxus rolfei	Buxus	Buxaceae	AM	genus
Buxus sempervirens	Buxus	Buxaceae	AM	genus
Buxus sinica	Buxus	Buxaceae	AM	genus
Buxus subcolumnaris	Buxus	Buxaceae	AM	genus
Buxus triptera	Buxus	Buxaceae	AM	genus
Buxus vahlii	Buxus	Buxaceae	AM	genus
Buxus yunquensis	Buxus	Buxaceae	AM	genus
Byrsanthus brownii	Byrsanthus	Salicaceae	AM	genus
Byrsonima aerugo	Byrsonima	Malpighiaceae	AM	genus
Byrsonima affinis	Byrsonima	Malpighiaceae	AM	genus
Byrsonima altissima	Byrsonima	Malpighiaceae	AM	genus
Byrsonima alvimii	Byrsonima	Malpighiaceae	AM	genus
Byrsonima amoena	Byrsonima	Malpighiaceae	AM	genus
Byrsonima arbutifolia	Byrsonima	Malpighiaceae	AM	genus
Byrsonima arctostaphyloides	Byrsonima	Malpighiaceae	AM	genus
Byrsonima arthropoda	Byrsonima	Malpighiaceae	AM	genus
Byrsonima baccae	Byrsonima	Malpighiaceae	AM	genus
Byrsonima bahiana	Byrsonima	Malpighiaceae	AM	genus
Byrsonima basiliana	Byrsonima	Malpighiaceae	AM	genus
Byrsonima basiloba	Byrsonima	Malpighiaceae	AM	genus
Byrsonima bronweniana	Byrsonima	Malpighiaceae	AM	genus
Byrsonima roigii	Byrsonima	Malpighiaceae	AM	genus
Byrsonima cacaophila	Byrsonima	Malpighiaceae	AM	genus
Byrsonima carraoana	Byrsonima	Malpighiaceae	AM	genus
Byrsonima chalcophylla	Byrsonima	Malpighiaceae	AM	genus
Byrsonima christianeae	Byrsonima	Malpighiaceae	AM	genus
Byrsonima clausseniana	Byrsonima	Malpighiaceae	AM	genus
Byrsonima coccolobifolia	Byrsonima	Malpighiaceae	AM	genus
Byrsonima concinna	Byrsonima	Malpighiaceae	AM	genus
Byrsonima coniophylla	Byrsonima	Malpighiaceae	AM	genus
Byrsonima cordifolia	Byrsonima	Malpighiaceae	AM	genus
Byrsonima correifolia	Byrsonima	Malpighiaceae	AM	genus
Byrsonima cowanii	Byrsonima	Malpighiaceae	AM	genus
Byrsonima crassifolia	Byrsonima	Malpighiaceae	AM	genus
Byrsonima crispa	Byrsonima	Malpighiaceae	AM	genus
Byrsonima cuprea	Byrsonima	Malpighiaceae	AM	genus
Byrsonima cydoniifolia	Byrsonima	Malpighiaceae	AM	genus
Byrsonima dealbata	Byrsonima	Malpighiaceae	AM	genus
Byrsonima decipiens	Byrsonima	Malpighiaceae	AM	genus
Byrsonima densa	Byrsonima	Malpighiaceae	AM	genus
Byrsonima dressleri	Byrsonima	Malpighiaceae	AM	genus
Byrsonima dubia	Byrsonima	Malpighiaceae	AM	genus
Byrsonima duckeana	Byrsonima	Malpighiaceae	AM	genus
Byrsonima duidana	Byrsonima	Malpighiaceae	AM	genus
Byrsonima eriopoda	Byrsonima	Malpighiaceae	AM	genus
Byrsonima eugeniifolia	Byrsonima	Malpighiaceae	AM	genus
Byrsonima euryphylla	Byrsonima	Malpighiaceae	AM	genus
Byrsonima fanshawei	Byrsonima	Malpighiaceae	AM	genus
Byrsonima fernandezii	Byrsonima	Malpighiaceae	AM	genus
Byrsonima flexipes	Byrsonima	Malpighiaceae	AM	genus
Byrsonima fonsecae	Byrsonima	Malpighiaceae	AM	genus
Byrsonima formosa	Byrsonima	Malpighiaceae	AM	genus
Byrsonima frondosa	Byrsonima	Malpighiaceae	AM	genus
Byrsonima garcibarrigae	Byrsonima	Malpighiaceae	AM	genus
Byrsonima gardneriana	Byrsonima	Malpighiaceae	AM	genus
Byrsonima grisebachiana	Byrsonima	Malpighiaceae	AM	genus
Byrsonima guilleminiana	Byrsonima	Malpighiaceae	AM	genus
Byrsonima gymnocalycina	Byrsonima	Malpighiaceae	AM	genus
Byrsonima herrerae	Byrsonima	Malpighiaceae	AM	genus
Byrsonima hirsuta	Byrsonima	Malpighiaceae	AM	genus
Byrsonima homeieri	Byrsonima	Malpighiaceae	AM	genus
Byrsonima huberi	Byrsonima	Malpighiaceae	AM	genus
Byrsonima hypoleuca	Byrsonima	Malpighiaceae	AM	genus
Byrsonima incarnata	Byrsonima	Malpighiaceae	AM	genus
Byrsonima intermedia	Byrsonima	Malpighiaceae	AM	genus
Byrsonima japurensis	Byrsonima	Malpighiaceae	AM	genus
Byrsonima karstenii	Byrsonima	Malpighiaceae	AM	genus
Byrsonima krukoffii	Byrsonima	Malpighiaceae	AM	genus
Byrsonima laevigata	Byrsonima	Malpighiaceae	AM	genus
Byrsonima laevis	Byrsonima	Malpighiaceae	AM	genus
Byrsonima lancifolia	Byrsonima	Malpighiaceae	AM	genus
Byrsonima laxiflora	Byrsonima	Malpighiaceae	AM	genus
Byrsonima ligustrifolia	Byrsonima	Malpighiaceae	AM	genus
Byrsonima linguifera	Byrsonima	Malpighiaceae	AM	genus
Byrsonima lucida	Byrsonima	Malpighiaceae	AM	genus
Byrsonima luetzelburgii	Byrsonima	Malpighiaceae	AM	genus
Byrsonima macrophylla	Byrsonima	Malpighiaceae	AM	genus
Byrsonima macrostachya	Byrsonima	Malpighiaceae	AM	genus
Byrsonima maguirei	Byrsonima	Malpighiaceae	AM	genus
Byrsonima martiana	Byrsonima	Malpighiaceae	AM	genus
Byrsonima minarum	Byrsonima	Malpighiaceae	AM	genus
Byrsonima myricifolia	Byrsonima	Malpighiaceae	AM	genus
Byrsonima nemoralis	Byrsonima	Malpighiaceae	AM	genus
Byrsonima niedenzuiana	Byrsonima	Malpighiaceae	AM	genus
Byrsonima nitidifolia	Byrsonima	Malpighiaceae	AM	genus
Byrsonima nitidissima	Byrsonima	Malpighiaceae	AM	genus
Byrsonima oaxacana	Byrsonima	Malpighiaceae	AM	genus
Byrsonima oblanceolata	Byrsonima	Malpighiaceae	AM	genus
Byrsonima pachyphylla	Byrsonima	Malpighiaceae	AM	genus
Byrsonima pachypoda	Byrsonima	Malpighiaceae	AM	genus
Byrsonima pedunculata	Byrsonima	Malpighiaceae	AM	genus
Byrsonima perseifolia	Byrsonima	Malpighiaceae	AM	genus
Byrsonima piresii	Byrsonima	Malpighiaceae	AM	genus
Byrsonima poeppigiana	Byrsonima	Malpighiaceae	AM	genus
Byrsonima punctulata	Byrsonima	Malpighiaceae	AM	genus
Byrsonima putumayensis	Byrsonima	Malpighiaceae	AM	genus
Byrsonima riparia	Byrsonima	Malpighiaceae	AM	genus
Byrsonima rodriguesii	Byrsonima	Malpighiaceae	AM	genus
Byrsonima rotunda	Byrsonima	Malpighiaceae	AM	genus
Byrsonima rubrobracteata	Byrsonima	Malpighiaceae	AM	genus
Byrsonima salzmanniana	Byrsonima	Malpighiaceae	AM	genus
Byrsonima schomburgkiana	Byrsonima	Malpighiaceae	AM	genus
Byrsonima schunkei	Byrsonima	Malpighiaceae	AM	genus
Byrsonima sericea	Byrsonima	Malpighiaceae	AM	genus
Byrsonima smallii	Byrsonima	Malpighiaceae	AM	genus
Byrsonima souzae	Byrsonima	Malpighiaceae	AM	genus
Byrsonima spicata	Byrsonima	Malpighiaceae	AM	genus
Byrsonima spinensis	Byrsonima	Malpighiaceae	AM	genus
Byrsonima stannardii	Byrsonima	Malpighiaceae	AM	genus
Byrsonima steyermarkii	Byrsonima	Malpighiaceae	AM	genus
Byrsonima stipulacea	Byrsonima	Malpighiaceae	AM	genus
Byrsonima subcordata	Byrsonima	Malpighiaceae	AM	genus
Byrsonima surinamensis	Byrsonima	Malpighiaceae	AM	genus
Byrsonima tenuifolia	Byrsonima	Malpighiaceae	AM	genus
Byrsonima tillettii	Byrsonima	Malpighiaceae	AM	genus
Byrsonima trinitensis	Byrsonima	Malpighiaceae	AM	genus
Byrsonima umbellata	Byrsonima	Malpighiaceae	AM	genus
Byrsonima vacciniifolia	Byrsonima	Malpighiaceae	AM	genus
Byrsonima variabilis	Byrsonima	Malpighiaceae	AM	genus
Byrsonima verbascifolia	Byrsonima	Malpighiaceae	AM	genus
Byrsonima vernicosa	Byrsonima	Malpighiaceae	AM	genus
Byrsonima wadsworthii	Byrsonima	Malpighiaceae	AM	genus
Byrsonima wurdackii	Byrsonima	Malpighiaceae	AM	genus
Byrsophyllum ellipticum	Byrsophyllum	Rubiaceae	AM	genus
Byrsophyllum tetrandrum	Byrsophyllum	Rubiaceae	AM	genus
Ayenia ancistrodonta	Ayenia	Malvaceae	AM	genus
Ayenia aurantiaca	Ayenia	Malvaceae	AM	genus
Ayenia crenulata	Ayenia	Malvaceae	AM	genus
Ayenia divaricata	Ayenia	Malvaceae	AM	genus
Ayenia crotonoides	Ayenia	Malvaceae	AM	genus
Ayenia morii	Ayenia	Malvaceae	AM	genus
Ayenia corchorifolia	Ayenia	Malvaceae	AM	genus
Cabralea canjerana	Cabralea	Meliaceae	AM	genus
Cadaba aphylla	Cadaba	Capparaceae	AM	genus
Cadaba barbigera	Cadaba	Capparaceae	AM	genus
Cadaba farinosa	Cadaba	Capparaceae	AM	genus
Cadaba gillettii	Cadaba	Capparaceae	AM	genus
Cadaba glandulosa	Cadaba	Capparaceae	AM	genus
Cadaba insularis	Cadaba	Capparaceae	AM	genus
Cadaba kirkii	Cadaba	Capparaceae	AM	genus
Cadaba linearifolia	Cadaba	Capparaceae	AM	genus
Cadaba longifolia	Cadaba	Capparaceae	AM	genus
Cadaba natalensis	Cadaba	Capparaceae	AM	genus
Cadia ellisiana	Cadia	Fabaceae	AM	genus
Cadia pedicellata	Cadia	Fabaceae	AM	genus
Cadia purpurea	Cadia	Fabaceae	AM	genus
Caesalpinia bahamensis	Caesalpinia	Fabaceae	AM	genus
Caesalpinia barahonensis	Caesalpinia	Fabaceae	AM	genus
Caesalpinia brasiliensis	Caesalpinia	Fabaceae	AM	genus
Ticanto caesia	Ticanto	Fabaceae	AM	family
Caesalpinia cassioides	Caesalpinia	Fabaceae	AM	genus
Caesalpinia monensis	Caesalpinia	Fabaceae	AM	genus
Caesalpinia nipensis	Caesalpinia	Fabaceae	AM	genus
Caesalpinia pulcherrima	Caesalpinia	Fabaceae	AM	genus
Morisonia pulcherrima	Morisonia	Capparaceae	AM	genus
Morisonia stenopetala	Morisonia	Capparaceae	AM	genus
Calantica biseriata	Calantica	Salicaceae	AM	genus
Calantica capuronii	Calantica	Salicaceae	AM	genus
Calantica cerasifolia	Calantica	Salicaceae	AM	genus
Calantica decaryana	Calantica	Salicaceae	AM	genus
Calantica grandiflora	Calantica	Salicaceae	AM	genus
Calantica lucida	Calantica	Salicaceae	AM	genus
Calantica olivacea	Calantica	Salicaceae	AM	genus
Calantica pseudobiseriata	Calantica	Salicaceae	AM	genus
Calantica sphaerocephala	Calantica	Salicaceae	AM	genus
Calatola costaricensis	Calatola	Metteniusaceae	AM	genus
Calatola laevigata	Calatola	Metteniusaceae	AM	genus
Calatola microcarpa	Calatola	Metteniusaceae	AM	genus
Calatola mollis	Calatola	Metteniusaceae	AM	genus
Calatola uxpanapensis	Calatola	Metteniusaceae	AM	genus
Calaunia negrosensis	Calaunia	Moraceae	AM	genus
Caldcluvia paniculata	Caldcluvia	Cunoniaceae	AM	genus
Calea sipapoana	Calea	Asteraceae	AM	genus
Callaeum macropterum	Callaeum	Malpighiaceae	AM	genus
Calliandra angustifolia	Calliandra	Fabaceae	AM	genus
Calliandra antioquiae	Calliandra	Fabaceae	AM	genus
Calliandra asplenioides	Calliandra	Fabaceae	AM	genus
Calliandra belizensis	Calliandra	Fabaceae	AM	genus
Calliandra bijuga	Calliandra	Fabaceae	AM	genus
Calliandra bombycina	Calliandra	Fabaceae	AM	genus
Calliandra brenesii	Calliandra	Fabaceae	AM	genus
Calliandra caeciliae	Calliandra	Fabaceae	AM	genus
Calliandra carcerea	Calliandra	Fabaceae	AM	genus
Calliandra carrascana	Calliandra	Fabaceae	AM	genus
Calliandra chulumania	Calliandra	Fabaceae	AM	genus
Calliandra comosa	Calliandra	Fabaceae	AM	genus
Calliandra coriacea	Calliandra	Fabaceae	AM	genus
Calliandra cruegeri	Calliandra	Fabaceae	AM	genus
Calliandra depauperata	Calliandra	Fabaceae	AM	genus
Calliandra duckei	Calliandra	Fabaceae	AM	genus
Calliandra enervis	Calliandra	Fabaceae	AM	genus
Calliandra erythrocephala	Calliandra	Fabaceae	AM	genus
Calliandra falcata	Calliandra	Fabaceae	AM	genus
Calliandra foliolosa	Calliandra	Fabaceae	AM	genus
Calliandra glomerulata	Calliandra	Fabaceae	AM	genus
Calliandra grandifolia	Calliandra	Fabaceae	AM	genus
Calliandra guildingii	Calliandra	Fabaceae	AM	genus
Calliandra haematocephala	Calliandra	Fabaceae	AM	genus
Calliandra haematomma	Calliandra	Fabaceae	AM	genus
Calliandra harrisii	Calliandra	Fabaceae	AM	genus
Calliandra houstoniana	Calliandra	Fabaceae	AM	genus
Calliandra hymenaeoides	Calliandra	Fabaceae	AM	genus
Calliandra jariensis	Calliandra	Fabaceae	AM	genus
Calliandra laevis	Calliandra	Fabaceae	AM	genus
Calliandra leptopoda	Calliandra	Fabaceae	AM	genus
Calliandra longipedicellata	Calliandra	Fabaceae	AM	genus
Calliandra magdalenae	Calliandra	Fabaceae	AM	genus
Calliandra molinae	Calliandra	Fabaceae	AM	genus
Calliandra mollissima	Calliandra	Fabaceae	AM	genus
Calliandra paniculata	Calliandra	Fabaceae	AM	genus
Calliandra parvifolia	Calliandra	Fabaceae	AM	genus
Calliandra pedicellata	Calliandra	Fabaceae	AM	genus
Calliandra physocalyx	Calliandra	Fabaceae	AM	genus
Calliandra pittieri	Calliandra	Fabaceae	AM	genus
Calliandra purdiei	Calliandra	Fabaceae	AM	genus
Calliandra purpurea	Calliandra	Fabaceae	AM	genus
Calliandra rhodocephala	Calliandra	Fabaceae	AM	genus
Calliandra ricoana	Calliandra	Fabaceae	AM	genus
Calliandra riparia	Calliandra	Fabaceae	AM	genus
Calliandra rubescens	Calliandra	Fabaceae	AM	genus
Calliandra spinosa	Calliandra	Fabaceae	AM	genus
Calliandra surinamensis	Calliandra	Fabaceae	AM	genus
Calliandra taxifolia	Calliandra	Fabaceae	AM	genus
Calliandra tergemina	Calliandra	Fabaceae	AM	genus
Calliandra tolimensis	Calliandra	Fabaceae	AM	genus
