family	genus	scientific_name	mycorrhizal_type
Fabaceae	Styphnolobium	Styphnolobium japonicum	AM
Rutaceae	Glycosmis	Glycosmis trifoliata	AM
Myrtaceae	Corymbia	Corymbia bunites	EcM
Fabaceae	Acacia	Acacia fulva	EcM-AM
Myrtaceae	Syzygium	Syzygium grande	AM
Elaeocarpaceae	Sloanea	Sloanea langii	AM
Fabaceae	Lysiloma	Lysiloma divaricatum	AM
Myrtaceae	Corymbia	Corymbia ellipsoidea	EcM
Arecaceae	Livistona	Livistona inermis	AM
Proteaceae	Hakea	Hakea ednieana	NM
Acanthaceae	Avicennia	Avicennia germinans	NM-AM
Myrtaceae	Eucalyptus	Eucalyptus parramattensis	EcM
Sapindaceae	Mischocarpus	Mischocarpus pyriformis	AM
Rubiaceae	Gardenia	Gardenia sericea	AM
Sapindaceae	Sarcopteryx	Sarcopteryx martyana	AM
Myrtaceae	Eucalyptus	Eucalyptus atrata	EcM
Fabaceae	Acacia	Acacia willingii	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus aridimontana	EcM
Cornaceae	Alangium	Alangium villosum	AM
Myrtaceae	Corymbia	Corymbia rhodops	EcM
Lauraceae	Cinnamomum	Cinnamomum propinquum	AM
Sapindaceae	Diploglottis	Diploglottis harpullioides	AM
Myrtaceae	Eucalyptus	Eucalyptus gregoriensis	EcM
Cycadaceae	Cycas	Cycas candida	AM
Myrtaceae	Corymbia	Corymbia ferriticola	EcM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus hylobroma	AM
Myrtaceae	Eucalyptus	Eucalyptus platycorys	EcM
Celastraceae	Pleurostylia	Pleurostylia opposita	AM
Fabaceae	Acacia	Acacia pubirhachis	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus nova-anglica	EcM
Rutaceae	Acronychia	Acronychia acidula	AM
Fabaceae	Acacia	Acacia resinistipulea	EcM-AM
Rutaceae	Acronychia	Acronychia aberrans	AM
Myrtaceae	Eucalyptus	Eucalyptus carnea	EcM
Euphorbiaceae	Excoecaria	Excoecaria dallachyana	AM
Oleaceae	Notelaea	Notelaea ligustrina	AM
Myrtaceae	Eucalyptus	Eucalyptus sepulcralis	EcM
Rubiaceae	Atractocarpus	Atractocarpus merikin	NM-AM
Proteaceae	Hakea	Hakea stenophylla	NM
Ericaceae	Trochocarpa	Trochocarpa laurina	ErM
Ebenaceae	Diospyros	Diospyros fasciculosa	AM
Euphorbiaceae	Claoxylon	Claoxylon tenerifolium	AM
Combretaceae	Terminalia	Terminalia muelleri	AM
Elaeocarpaceae	Aceratium	Aceratium ferrugineum	AM
Myrtaceae	Eucalyptus	Eucalyptus vicina	EcM
Euphorbiaceae	Fontainea	Fontainea oraria	AM
Myrtaceae	Eucalyptus	Eucalyptus bensonii	EcM
Fabaceae	Acacia	Acacia fauntleroyi	EcM-AM
Boraginaceae	Cordia	Cordia myxa	NM-AM
Myrtaceae	Eucalyptus	Eucalyptus vesiculosa	EcM
Euphorbiaceae	Mallotus	Mallotus peltatus	AM
Myrtaceae	Eucalyptus	Eucalyptus gamophylla	EcM
Myrtaceae	Eucalyptus	Eucalyptus hebetifolia	EcM
Fabaceae	Acacia	Acacia muelleriana	EcM-AM
Anacardiaceae	Rhodosphaera	Rhodosphaera rhodanthema	AM
Myrtaceae	Corymbia	Corymbia torelliana	EcM
Myrtaceae	Melaleuca	Melaleuca parvistaminea	EcM-AM
Combretaceae	Terminalia	Terminalia pterocarya	AM
Boraginaceae	Heliotropium	Heliotropium sarmentosum	NM-AM
Scrophulariaceae	Eremophila	Eremophila rigens	AM
Myrtaceae	Eucalyptus	Eucalyptus densa	EcM
Myrtaceae	Eucalyptus	Eucalyptus brownii	EcM
Cupressaceae	Callitris	Callitris arenaria	AM
Myrtaceae	Eucalyptus	Eucalyptus stowardii	EcM
Fabaceae	Acacia	Acacia cuspidifolia	EcM-AM
Primulaceae	Myrsine	Myrsine mccomishii	AM
Ebenaceae	Diospyros	Diospyros labillardierei	AM
Myrtaceae	Eucalyptus	Eucalyptus goniocarpa	EcM
Rhizophoraceae	Bruguiera	Bruguiera cylindrica	NM-AM
Asparagaceae	Cordyline	Cordyline stricta	AM
Fabaceae	Acacia	Acacia flocktoniae	EcM-AM
Myrtaceae	Corymbia	Corymbia grandifolia	EcM
Apocynaceae	Alyxia	Alyxia ilicifolia	NM-AM
Fabaceae	Acacia	Acacia ramulosa	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus broviniensis	EcM
Apocynaceae	Wrightia	Wrightia pubescens	AM
Myrtaceae	Eucalyptus	Eucalyptus dundasii	EcM
Euphorbiaceae	Euphorbia	Euphorbia plumerioides	AM
Myrtaceae	Eucalyptus	Eucalyptus tenuipes	EcM
Myrtaceae	Eucalyptus	Eucalyptus pterocarpa	EcM
Myrtaceae	Eucalyptus	Eucalyptus extensa	EcM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus holopetalus	AM
Araliaceae	Polyscias	Polyscias elegans	AM
Myrtaceae	Eucalyptus	Eucalyptus punctata	EcM
Sapindaceae	Diploglottis	Diploglottis bracteata	AM
Sapindaceae	Arytera	Arytera bifoliolata	AM
Fabaceae	Peltogyne	Peltogyne purpurea	AM
Arecaceae	Archontophoenix	Archontophoenix alexandrae	AM
Oleaceae	Chionanthus	Chionanthus quadristamineus	AM
Arecaceae	Linospadix	Linospadix microcaryus	AM
Rubiaceae	Paracarphalea	Paracarphalea kirondron	AM
Dilleniaceae	Dillenia	Dillenia alata	AM
Putranjivaceae	Drypetes	Drypetes subcubica	AM
Cannabaceae	Trema	Trema micranthum	AM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus costatus	AM
Dichapetalaceae	Dichapetalum	Dichapetalum timoriense	AM
Myrtaceae	Eucalyptus	Eucalyptus pruinosa	EcM
Myrtaceae	Eucalyptus	Eucalyptus tintinnans	EcM
Rutaceae	Flindersia	Flindersia pimenteliana	AM
Fabaceae	Acacia	Acacia complanata	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus cretata	EcM
Urticaceae	Dendrocnide	Dendrocnide sinuata	NM-AM
Fabaceae	Acacia	Acacia pyrifolia	EcM-AM
Fabaceae	Acacia	Acacia midgleyi	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus moderata	EcM
Proteaceae	Bleasdalea	Bleasdalea bleasdalei	NM
Proteaceae	Grevillea	Grevillea gillivrayi	NM
Myrtaceae	Leptospermum	Leptospermum lamellatum	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus longicornis	EcM
Myrtaceae	Eucalyptus	Eucalyptus distans	EcM
Myrtaceae	Eucalyptus	Eucalyptus dalrympleana	EcM
Myrtaceae	Melaleuca	Melaleuca sericea	EcM-AM
Primulaceae	Myrsine	Myrsine elata	AM
Sapindaceae	Diploglottis	Diploglottis pedleyi	AM
Myrtaceae	Eucalyptus	Eucalyptus macrandra	EcM
Rutaceae	Zanthoxylum	Zanthoxylum pinnatum	AM
Gentianaceae	Fagraea	Fagraea berteroana	AM
Rutaceae	Acronychia	Acronychia chooreechillum	AM
Myrtaceae	Eucalyptus	Eucalyptus valens	EcM
Myrtaceae	Eucalyptus	Eucalyptus nobilis	EcM
Euphorbiaceae	Cleidion	Cleidion javanicum	AM
Lauraceae	Endiandra	Endiandra pubens	AM
Myrtaceae	Eucalyptus	Eucalyptus pulchella	EcM
Apocynaceae	Voacanga	Voacanga grandifolia	AM
Rubiaceae	Aidia	Aidia cochinchinensis	AM
Sapindaceae	Alectryon	Alectryon tomentosus	AM
Lythraceae	Pemphis	Pemphis acidula	AM
Fabaceae	Acacia	Acacia tenuinervis	EcM-AM
Rubiaceae	Cyclophyllum	Cyclophyllum costatum	AM
Myrtaceae	Melaleuca	Melaleuca velutina	EcM-AM
Lamiaceae	Premna	Premna acuminata	AM
Fabaceae	Acacia	Acacia leptocarpa	EcM-AM
Annonaceae	Xylopia	Xylopia maccreae	AM
Myrtaceae	Neofabricia	Neofabricia mjoebergii	EcM-AM
Myrtaceae	Metrosideros	Metrosideros polymorpha	AM
Apocynaceae	Wrightia	Wrightia laevis	AM
Solanaceae	Solanum	Solanum saponaceum	AM
Myrtaceae	Ristantia	Ristantia pachysperma	EcM-AM
Meliaceae	Aglaia	Aglaia euryanthera	AM
Myrtaceae	Tristaniopsis	Tristaniopsis whiteana	EcM-AM
Moraceae	Ficus	Ficus copiosa	AM
Santalaceae	Exocarpos	Exocarpos aphyllus	NM-AM
Fabaceae	Acacia	Acacia cognata	EcM-AM
Fabaceae	Erythrina	Erythrina afra	AM
Fabaceae	Acacia	Acacia echinuliflora	EcM-AM
Myrtaceae	Syzygium	Syzygium mulgraveanum	AM
Malvaceae	Berrya	Berrya javanica	AM
Casuarinaceae	Allocasuarina	Allocasuarina littoralis	EcM-AM
Fabaceae	Cassia	Cassia brewsteri	AM
Anacardiaceae	Schinus	Schinus terebinthifolia	AM
Myrtaceae	Melaleuca	Melaleuca phoidophylla	EcM-AM
Fabaceae	Acaciella	Acaciella angustissima	AM
Myrtaceae	Eucalyptus	Eucalyptus olivina	EcM
Myrtaceae	Eucalyptus	Eucalyptus capitanea	EcM
Lauraceae	Cryptocarya	Cryptocarya nitens	AM
Fabaceae	Adenanthera	Adenanthera pavonina	AM
Anacardiaceae	Semecarpus	Semecarpus australiensis	AM
Fabaceae	Acacia	Acacia carneorum	EcM-AM
Proteaceae	Banksia	Banksia dentata	NM
Lamiaceae	Gmelina	Gmelina fasciculiflora	AM
Euphorbiaceae	Baloghia	Baloghia parviflora	AM
Lauraceae	Endiandra	Endiandra longipedicellata	AM
Euphorbiaceae	Croton	Croton arnhemicus	AM
Rubiaceae	Mussaenda	Mussaenda erythrophylla	NM-AM
Myrtaceae	Eucalyptus	Eucalyptus cyclostoma	EcM
Lauraceae	Litsea	Litsea glutinosa	AM
Sapotaceae	Planchonella	Planchonella obovata	AM
Myrtaceae	Eucalyptus	Eucalyptus semiglobosa	EcM
Araliaceae	Polyscias	Polyscias fruticosa	AM
Malvaceae	Trichospermum	Trichospermum pleiostigma	AM
Celastraceae	Maytenus	Maytenus magellanica	AM
Sapindaceae	Diploglottis	Diploglottis campbellii	AM
Myrtaceae	Corymbia	Corymbia abbreviata	EcM
Sapindaceae	Lepidopetalum	Lepidopetalum fructoglabrum	AM
Moraceae	Ficus	Ficus aspera	AM
Myrtaceae	Tristaniopsis	Tristaniopsis exiliflora	EcM-AM
Malvaceae	Grewia	Grewia breviflora	AM
Myrtaceae	Gossia	Gossia grayi	AM
Malvaceae	Sterculia	Sterculia quadrifida	AM
Myrtaceae	Rhodamnia	Rhodamnia maideniana	AM
Fabaceae	Neltuma	Neltuma flexuosa	AM
Proteaceae	Persoonia	Persoonia silvatica	NM
Malvaceae	Firmiana	Firmiana papuana	AM
Lauraceae	Aniba	Aniba panurensis	AM
Combretaceae	Terminalia	Terminalia petiolaris	AM
Meliaceae	Aglaia	Aglaia tomentosa	AM
Fabaceae	Acacia	Acacia calcicola	EcM-AM
Sapindaceae	Dodonaea	Dodonaea filifolia	AM
Lauraceae	Neolitsea	Neolitsea cassia	AM
Myrtaceae	Eucalyptus	Eucalyptus lirata	EcM
Myrtaceae	Eucalyptus	Eucalyptus mooreana	EcM
Myrtaceae	Eucalyptus	Eucalyptus froggattii	EcM
Fabaceae	Acacia	Acacia ommatosperma	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus cuprea	EcM
Fabaceae	Acacia	Acacia olsenii	EcM-AM
Monimiaceae	Levieria	Levieria acuminata	AM
Fabaceae	Acacia	Acacia simsii	EcM-AM
Arecaceae	Livistona	Livistona fulva	AM
Myrtaceae	Eucalyptus	Eucalyptus taurina	EcM
Lamiaceae	Clerodendrum	Clerodendrum costatum	AM
Fabaceae	Acacia	Acacia lysiphloia	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus vegrandis	EcM
Myrtaceae	Eucalyptus	Eucalyptus zopherophloia	EcM
Chrysobalanaceae	Maranthes	Maranthes corymbosa	AM
Myrtaceae	Eucalyptus	Eucalyptus formanii	EcM
Myrtaceae	Eucalyptus	Eucalyptus decolor	EcM
Proteaceae	Xylomelum	Xylomelum benthamii	NM
Sapindaceae	Alectryon	Alectryon tropicus	AM
Fabaceae	Clianthus	Clianthus puniceus	AM
Fabaceae	Calliandra	Calliandra mollissima	AM
Myrtaceae	Corymbia	Corymbia papuana	EcM
Araliaceae	Polyscias	Polyscias macgillivrayi	AM
Melastomataceae	Pternandra	Pternandra coerulescens	AM
Proteaceae	Grevillea	Grevillea mimosoides	NM
Moraceae	Ficus	Ficus triradiata	AM
Myrtaceae	Corymbia	Corymbia kombolgiensis	EcM
Myrtaceae	Eucalyptus	Eucalyptus argillacea	EcM
Myrtaceae	Eucalyptus	Eucalyptus spreta	EcM
Myrtaceae	Syzygium	Syzygium armstrongii	AM
Myrtaceae	Eucalyptus	Eucalyptus aggregata	EcM
Fabaceae	Gastrolobium	Gastrolobium bilobum	EcM-AM
Myrtaceae	Syzygium	Syzygium fibrosum	AM
Euphorbiaceae	Croton	Croton argyratus	AM
Myrtaceae	Eucalyptus	Eucalyptus dielsii	EcM
Fabaceae	Acacia	Acacia tysonii	EcM-AM
Myrtaceae	Corymbia	Corymbia ptychocarpa	EcM
Myrtaceae	Gossia	Gossia shepherdii	AM
Myrtaceae	Sphaerantia	Sphaerantia chartacea	EcM-AM
Fabaceae	Acacia	Acacia marramamba	EcM-AM
Proteaceae	Persoonia	Persoonia elliptica	NM
Cunoniaceae	Schizomeria	Schizomeria ovata	AM
Rutaceae	Bosistoa	Bosistoa floydii	AM
Fabaceae	Acacia	Acacia triptera	EcM-AM
Apocynaceae	Ochrosia	Ochrosia poweri	AM
Myrtaceae	Eucalyptus	Eucalyptus macarthurii	EcM
Rutaceae	Bouchardatia	Bouchardatia neurococca	AM
Myrtaceae	Eucalyptus	Eucalyptus imlayensis	EcM
Myrtaceae	Eucalyptus	Eucalyptus sparsifolia	EcM
Myrtaceae	Eucalyptus	Eucalyptus perangusta	EcM
Fabaceae	Senna	Senna timoriensis	AM
Myrtaceae	Eucalyptus	Eucalyptus coccifera	EcM
Fabaceae	Acacia	Acacia debilis	EcM-AM
Fabaceae	Acacia	Acacia rostellifera	EcM-AM
Calophyllaceae	Calophyllum	Calophyllum tomentosum	AM
Lythraceae	Sonneratia	Sonneratia ovata	AM
Myrtaceae	Corymbia	Corymbia bella	EcM
Clusiaceae	Garcinia	Garcinia riparia	AM
Fabaceae	Acacia	Acacia cardiophylla	EcM-AM
Cunoniaceae	Gillbeea	Gillbeea whypallana	AM
Fabaceae	Acacia	Acacia mearnsii	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus paedoglauca	EcM
Goodeniaceae	Scaevola	Scaevola chamissoniana	EcM-AM
Viburnaceae	Viburnum	Viburnum odoratissimum	AM
Malvaceae	Brachychiton	Brachychiton garrawayae	AM
Myrtaceae	Taxandria	Taxandria juniperina	AM
Myrtaceae	Eucalyptus	Eucalyptus paniculata	EcM
Fabaceae	Acacia	Acacia amblyophylla	EcM-AM
Rutaceae	Philotheca	Philotheca trachyphylla	AM
Myrtaceae	Eucalyptus	Eucalyptus dolorosa	EcM
Myrtaceae	Pilidiostigma	Pilidiostigma glabrum	AM
Malvaceae	Brachychiton	Brachychiton gregorii	AM
Rubiaceae	Neonauclea	Neonauclea bartlingii	AM
Fabaceae	Acacia	Acacia brachystachya	EcM-AM
Myrtaceae	Corymbia	Corymbia novoguinensis	EcM
Myrtaceae	Eucalyptus	Eucalyptus balladoniensis	EcM
Myrtaceae	Eucalyptus	Eucalyptus gypsophila	EcM
Meliaceae	Aglaia	Aglaia sapindina	AM
Rhamnaceae	Alphitonia	Alphitonia excelsa	AM
Fabaceae	Acacia	Acacia elachantha	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus blaxlandi	EcM
Myrtaceae	Eucalyptus	Eucalyptus arenacea	EcM
Fabaceae	Acacia	Acacia spectrum	EcM-AM
Fabaceae	Acacia	Acacia duriuscula	EcM-AM
Rutaceae	Acronychia	Acronychia wilcoxiana	AM
Rubiaceae	Coprosma	Coprosma putida	AM
Myrtaceae	Metrosideros	Metrosideros umbellata	AM
Vitaceae	Leea	Leea angulata	AM
Rubiaceae	Pavetta	Pavetta platyclada	AM
Myrtaceae	Eucalyptus	Eucalyptus yilgarnensis	EcM
Myrtaceae	Eucalyptus	Eucalyptus wandoo	EcM
Arecaceae	Livistona	Livistona saribus	AM
Malvaceae	Heritiera	Heritiera littoralis	AM
Cycadaceae	Cycas	Cycas armstrongii	AM
Myrtaceae	Eucalyptus	Eucalyptus arachnaea	EcM
Myrtaceae	Eucalyptus	Eucalyptus frenchiana	EcM
Fabaceae	Acacia	Acacia phlebophylla	EcM-AM
Fabaceae	Albizia	Albizia procera	AM
Myrtaceae	Eucalyptus	Eucalyptus shirleyi	EcM
Sapindaceae	Acer	Acer saccharinum	AM
Fabaceae	Acacia	Acacia implexa	EcM-AM
Lauraceae	Cryptocarya	Cryptocarya onoprienkoana	AM
Melastomataceae	Votomita	Votomita monadelpha	AM
Fabaceae	Acacia	Acacia conniana	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus effusa	EcM
Fabaceae	Acacia	Acacia meiosperma	EcM-AM
Primulaceae	Ardisia	Ardisia hylandii	AM
Myrtaceae	Thaleropia	Thaleropia queenslandica	EcM-AM
Proteaceae	Banksia	Banksia media	NM
Myrtaceae	Eucalyptus	Eucalyptus kessellii	EcM
Sapindaceae	Dodonaea	Dodonaea polyandra	AM
Euphorbiaceae	Acalypha	Acalypha pubiflora	AM
Myrtaceae	Leptospermum	Leptospermum variabile	EcM-AM
Rubiaceae	Psychotria	Psychotria nesophila	AM
Myrtaceae	Eucalyptus	Eucalyptus squamosa	EcM
Arecaceae	Archontophoenix	Archontophoenix tuckeri	AM
Zamiaceae	Macrozamia	Macrozamia macdonnellii	AM
Cornaceae	Alangium	Alangium solomonense	AM
Fabaceae	Acacia	Acacia auriculiformis	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus gillii	EcM
Lauraceae	Cryptocarya	Cryptocarya bamagana	AM
Proteaceae	Lomatia	Lomatia ferruginea	NM
Euphorbiaceae	Croton	Croton acronychioides	AM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus aristatus	AM
Myrtaceae	Allosyncarpia	Allosyncarpia ternata	EcM
Myrtaceae	Corymbia	Corymbia serendipita	EcM
Scrophulariaceae	Eremophila	Eremophila pterocarpa	AM
Proteaceae	Megahertzia	Megahertzia amplexicaulis	NM
Fabaceae	Acacia	Acacia steedmanii	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus megasepala	EcM
Lauraceae	Beilschmiedia	Beilschmiedia bancroftii	AM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus montanus	AM
Myrtaceae	Eucalyptus	Eucalyptus oxymitra	EcM
Fabaceae	Cassia	Cassia tomentella	AM
Lauraceae	Cryptocarya	Cryptocarya murrayi	AM
Rutaceae	Acronychia	Acronychia trifoliolata	AM
Arecaceae	Livistona	Livistona nasmophila	AM
Hernandiaceae	Hernandia	Hernandia ovigera	AM
Oleaceae	Notelaea	Notelaea microcarpa	AM
Clusiaceae	Garcinia	Garcinia mangostana	AM
Myrtaceae	Eucalyptus	Eucalyptus longissima	EcM
Malvaceae	Grewia	Grewia tiliifolia	AM
Myrtaceae	Backhousia	Backhousia oligantha	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus raveretiana	EcM
Rubiaceae	Gardenia	Gardenia pyriformis	AM
Rubiaceae	Triflorensia	Triflorensia ixoroides	AM
Myrtaceae	Eucalyptus	Eucalyptus pruiniramis	EcM
Rutaceae	Acronychia	Acronychia acronychioides	AM
Fabaceae	Acacia	Acacia mountfordiae	EcM-AM
Euphorbiaceae	Homalanthus	Homalanthus nutans	AM
Fabaceae	Mimosa	Mimosa aculeaticarpa	AM
Myrtaceae	Eucalyptus	Eucalyptus sheathiana	EcM
Myrtaceae	Eucalyptus	Eucalyptus distuberosa	EcM
Annonaceae	Monoon	Monoon michaelii	AM
Fabaceae	Acacia	Acacia minyura	EcM-AM
Dilleniaceae	Hibbertia	Hibbertia heterotricha	AM
Myrtaceae	Metrosideros	Metrosideros nervulosa	AM
Myrtaceae	Corymbia	Corymbia dendromerinx	EcM
Sapindaceae	Arytera	Arytera pauciflora	AM
Calycanthaceae	Idiospermum	Idiospermum australiense	AM
Fabaceae	Pongamia	Pongamia pinnata	AM
Myrtaceae	Corymbia	Corymbia greeniana	EcM
Myrtaceae	Eucalyptus	Eucalyptus microneura	EcM
Myrtaceae	Rhodamnia	Rhodamnia sharpeana	AM
Myrtaceae	Melaleuca	Melaleuca armillaris	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus rhomboidea	EcM
Paracryphiaceae	Quintinia	Quintinia verdonii	AM
Rhamnaceae	Ziziphus	Ziziphus oenopolia	AM
Myrtaceae	Eucalyptus	Eucalyptus beaniana	EcM
Pandanaceae	Pandanus	Pandanus aquaticus	NM-AM
Rutaceae	Citrus	Citrus gracilis	AM
Fabaceae	Acacia	Acacia islana	EcM-AM
Fabaceae	Parkia	Parkia speciosa	AM
Fabaceae	Acacia	Acacia trachyphloia	EcM-AM
Asteraceae	Brachyglottis	Brachyglottis stewartiae	AM
Podocarpaceae	Lagarostrobos	Lagarostrobos franklinii	AM
Pandanaceae	Pandanus	Pandanus christmatensis	NM-AM
Fabaceae	Acacia	Acacia jucunda	EcM-AM
Sapindaceae	Cupaniopsis	Cupaniopsis serrata	AM
Lauraceae	Endiandra	Endiandra crassiflora	AM
Sapotaceae	Donella	Donella lanceolata	AM
Fabaceae	Acacia	Acacia podalyriifolia	EcM-AM
Proteaceae	Banksia	Banksia menziesii	NM
Myrtaceae	Corymbia	Corymbia eremaea	EcM
Fabaceae	Mimosa	Mimosa quitensis	AM
Araliaceae	Polyscias	Polyscias nodosa	AM
Myrtaceae	Eucalyptus	Eucalyptus pendens	EcM
Myrtaceae	Eucalyptus	Eucalyptus calycogona	EcM
Myrtaceae	Rhodamnia	Rhodamnia pauciovulata	AM
Myrtaceae	Backhousia	Backhousia myrtifolia	EcM-AM
Fabaceae	Acacia	Acacia leiophylla	EcM-AM
Myrtaceae	Leptospermum	Leptospermum brachyandrum	EcM-AM
Fabaceae	Acacia	Acacia pachycarpa	EcM-AM
Rhamnaceae	Ceanothus	Ceanothus thyrsiflorus	AM
Sapindaceae	Harpullia	Harpullia cupanioides	AM
Lamiaceae	Gmelina	Gmelina philippensis	AM
Lauraceae	Beilschmiedia	Beilschmiedia tooram	AM
Pittosporaceae	Pittosporum	Pittosporum ferrugineum	AM
Cunoniaceae	Pancheria	Pancheria billardieri	AM
Fabaceae	Acacia	Acacia lasiocalyx	EcM-AM
Proteaceae	Banksia	Banksia neoanglica	NM
Fabaceae	Acacia	Acacia desertorum	EcM-AM
Fabaceae	Senna	Senna guatemalensis	AM
Myrtaceae	Corymbia	Corymbia latifolia	EcM
Myrtaceae	Archirhodomyrtus	Archirhodomyrtus beckleri	AM
Celastraceae	Elaeodendron	Elaeodendron glaucum	AM
Fabaceae	Parkia	Parkia biglandulosa	AM
Myrtaceae	Eucalyptus	Eucalyptus falciformis	EcM
Proteaceae	Banksia	Banksia verticillata	NM
Polygalaceae	Xanthophyllum	Xanthophyllum fragrans	AM
Myrtaceae	Eucalyptus	Eucalyptus gillenii	EcM
Rubiaceae	Ixora	Ixora beckleri	AM
Lamiaceae	Vitex	Vitex queenslandica	AM
Myrtaceae	Corymbia	Corymbia citriodora	EcM
Solanaceae	Duboisia	Duboisia myoporoides	AM
Rutaceae	Murraya	Murraya koenigii	AM
Cupressaceae	Widdringtonia	Widdringtonia nodiflora	AM
Rhizophoraceae	Bruguiera	Bruguiera exaristata	NM-AM
Myrtaceae	Eucalyptus	Eucalyptus tenella	EcM
Fabaceae	Acacia	Acacia subtessarogona	EcM-AM
Fabaceae	Deguelia	Deguelia scandens	AM
Scrophulariaceae	Eremophila	Eremophila santalina	AM
Fabaceae	Acacia	Acacia fuscaneura	EcM-AM
Lauraceae	Cryptocarya	Cryptocarya glaucocarpa	AM
Euphorbiaceae	Croton	Croton gossypiifolius	AM
Phyllanthaceae	Breynia	Breynia podocarpa	AM
Fabaceae	Acacia	Acacia maranoensis	EcM-AM
Sapindaceae	Dodonaea	Dodonaea stenophylla	AM
Corynocarpaceae	Corynocarpus	Corynocarpus laevigatus	AM
Myrtaceae	Eucalyptus	Eucalyptus brachycalyx	EcM
Asphodelaceae	Xanthorrhoea	Xanthorrhoea nana	AM
Asteraceae	Senecio	Senecio scandens	AM
Myrtaceae	Eugenia	Eugenia elliptica	AM
Pittosporaceae	Auranticarpa	Auranticarpa resinosa	AM
Rutaceae	Pentaceras	Pentaceras australis	AM
Celastraceae	Denhamia	Denhamia pittosporoides	AM
Myrtaceae	Eucalyptus	Eucalyptus ligulata	EcM
Myrtaceae	Eucalyptus	Eucalyptus deuaensis	EcM
Fabaceae	Acacia	Acacia sericoflora	EcM-AM
Myrtaceae	Corymbia	Corymbia trachyphloia	EcM
Moraceae	Ficus	Ficus fraseri	AM
Myrtaceae	Syzygium	Syzygium floribundum	AM
Fabaceae	Acacia	Acacia demissa	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus laevis	EcM
Myrtaceae	Eucalyptus	Eucalyptus mcquoidii	EcM
Araliaceae	Meryta	Meryta angustifolia	AM
Fabaceae	Erythrina	Erythrina insularis	AM
Calophyllaceae	Calophyllum	Calophyllum lonchophyllum	AM
Elaeocarpaceae	Elaeocarpus	Elaeocarpus culminicola	AM
Rubiaceae	Psydrax	Psydrax lamprophylla	AM
Euphorbiaceae	Pimelodendron	Pimelodendron amboinicum	AM
Myrtaceae	Eucalyptus	Eucalyptus mediocris	EcM
Proteaceae	Banksia	Banksia aquilonia	NM
Casuarinaceae	Allocasuarina	Allocasuarina striata	EcM-AM
Pittosporaceae	Pittosporum	Pittosporum undulatum	AM
Ebenaceae	Diospyros	Diospyros maritima	AM
Combretaceae	Macropteranthes	Macropteranthes kekwickii	AM
Fabaceae	Acacia	Acacia didyma	EcM-AM
Phyllanthaceae	Margaritaria	Margaritaria dubium-traceyi	AM
Corynocarpaceae	Corynocarpus	Corynocarpus cribbianus	AM
Lauraceae	Nectandra	Nectandra hihua	AM
Celastraceae	Denhamia	Denhamia fasciculiflora	AM
Phyllanthaceae	Glochidion	Glochidion apodogynum	AM
Phyllanthaceae	Phyllanthus	Phyllanthus acidus	AM
Proteaceae	Cenarrhenes	Cenarrhenes nitida	NM
Myrtaceae	Eucalyptus	Eucalyptus leucophloia	EcM
Fabaceae	Acacia	Acacia storyi	EcM-AM
Pittosporaceae	Billardiera	Billardiera speciosa	AM
Fabaceae	Acacia	Acacia difficilis	EcM-AM
Myrtaceae	Eucalyptus	Eucalyptus vernicosa	EcM
Picrodendraceae	Dissiliaria	Dissiliaria laxinervis	AM
Myrtaceae	Eucalyptus	Eucalyptus malacoxylon	EcM
Primulaceae	Tapeinosperma	Tapeinosperma pseudojambosa	AM
Myrtaceae	Melaleuca	Melaleuca stipitata	EcM-AM
Elaeocarpaceae	Dubouzetia	Dubouzetia saxatilis	AM
Cornaceae	Alangium	Alangium polyosmoides	AM
Fabaceae	Acacia	Acacia latifolia	EcM-AM
Urticaceae	Dendrocnide	Dendrocnide moroides	NM-AM
Euphorbiaceae	Claoxylon	Claoxylon indicum	AM
Meliaceae	Dysoxylum	Dysoxylum oppositifolium	AM
Euphorbiaceae	Vernicia	Vernicia cordata	AM
Sapindaceae	Alectryon	Alectryon reticulatus	AM
Myodocarpaceae	Delarbrea	Delarbrea paradoxa	AM
Myrtaceae	Eucalyptus	Eucalyptus aquatica	EcM
